Ward ID,Ward/Office,Council Member,Journal Date,Vendor,Expense Type,Description,Account,Amount
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,27/01/2016,Winnipeg Outdoor Marketing Group Inc,Carryover CWA,Carryover CWA - Recycle Box,Advertising,150.00
0,Mayor's Office,Brian Bowman,28/01/2016,Coelement Inc,Mayor's Expenses,Promotional,Non-Professional Services,650.00
0,Mayor's Office,Brian Bowman,28/01/2016,Jeannine Stotski,Mayor's Expenses,Office Equipment,Office Equipment,1080.26
0,Mayor's Office,Brian Bowman,28/01/2016,Wayworks Inc,Mayor's Expenses,Protocol,Protocol,334.26
10,South Winnipeg - St. Norbert,Janice Lukes,29/01/2016,Contempra Signs Ltd,Carryover CWA,Carryover CWA - Coroplast Signs-Councillor,Stationery and Office Supplies,59.40
10,South Winnipeg - St. Norbert,Janice Lukes,29/01/2016,Jennifer Raindahl,Carryover CWA,Carryover CWA - Constituent Correspondence,Casual Services,322.50
10,South Winnipeg - St. Norbert,Janice Lukes,29/01/2016,Winnipeg Chinatown Development Corp,Carryover CWA,Carryover CWA - 2016 Chinese New Year Banquet,"Luncheons, Receptions & Events",100.00
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,31/01/2016,City of Winnipeg - Journal Entry,Carryover CWA,Carryover CWA - Metered Postage January 2016,Postage,1.71
15,North Kildonan,Jeff Browaty,31/01/2016,City of Winnipeg - Journal Entry,Carryover CWA,Carryover CWA - Metered Postage January 2016,Postage,2.77
14,Elmwood - East Kildonan,Jason Schreyer,31/01/2016,City of Winnipeg - Journal Entry,Carryover CWA,Carryover CWA - Metered Postage January 2016,Postage,1.71
12,St. Boniface,Matt Allard,31/01/2016,City of Winnipeg - Journal Entry,Carryover CWA,Carryover CWA - Metered Postage January 2016,Postage,0.80
8,River Heights - Fort Garry,John Orlikow,31/01/2016,City of Winnipeg - Journal Entry,CWA,CWA - Metered Postage January 2016,Postage,2.48
4,Daniel McIntyre,Cindy Gilroy,31/01/2016,City of Winnipeg - Journal Entry,CWA,CWA - Metered Postage January 2016,Postage,1.71
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,31/01/2016,City of Winnipeg - Journal Entry,CWA,CWA - Metered Postage January 2016,Postage,7.61
3,Point Douglas,Mike Pagtakhan,31/01/2016,City of Winnipeg - Journal Entry,CWA,CWA - Metered Postage January 2016,Postage,129.82
2,Mynarski,Ross Eadie,31/01/2016,City of Winnipeg - Journal Entry,CWA,CWA - Metered Postage January 2016,Postage,1.54
0,Mayor's Office,Brian Bowman,31/01/2016,City of Winnipeg - Journal Entry,Mayor's Expenses,Metered Postage January 2016,Postage,106.01
0,Mayor's Office,Brian Bowman,31/01/2016,City of Winnipeg - Journal Entry,Mayor's Expenses,Records Centre Storage And Service Charges,Allocated Departmental Costs,255.14
0,Mayor's Office,Brian Bowman,31/01/2016,City of Winnipeg - Journal Entry,Mayor's Expenses,Salary & Benefits,Payroll Accrual,21021.50
0,Mayor's Office,Brian Bowman,31/01/2016,City of Winnipeg - Journal Entry,Mayor's Expenses,Sponsorship,Contrib-Sponsorships-In-Kind,9450.00
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,01/02/2016,City of Winnipeg - Journal Entry,CWA,CWA - Cof-Gl-I-109-Ixr-Xerox,"Printing,Binding,Photocopying",18.88
8,River Heights - Fort Garry,John Orlikow,01/02/2016,City of Winnipeg - Journal Entry,CWA,CWA - Cof-Gl-I-109-Ixr-Xerox,"Printing,Binding,Photocopying",23.63
5,St. James - Brooklands - Weston,Scott Gillingham,01/02/2016,City of Winnipeg - Journal Entry,CWA,CWA - Cof-Gl-I-109-Ixr-Xerox,"Printing,Binding,Photocopying",23.10
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,01/02/2016,City of Winnipeg - Journal Entry,CWA,CWA - Cof-Gl-I-109-Ixr-Xerox,"Printing,Binding,Photocopying",81.18
6,St. Charles,Shawn Dobson,01/02/2016,City of Winnipeg - Journal Entry,CWA,CWA - Cof-Gl-I-109-Ixr-Xerox,"Printing,Binding,Photocopying",25.89
3,Point Douglas,Mike Pagtakhan,01/02/2016,City of Winnipeg - Journal Entry,CWA,CWA - Cof-Gl-I-109-Ixr-Xerox,"Printing,Binding,Photocopying",0.95
15,North Kildonan,Jeff Browaty,01/02/2016,City of Winnipeg - Journal Entry,CWA,CWA - Cof-Gl-I-109-Ixr-Xerox,"Printing,Binding,Photocopying",3.51
14,Elmwood - East Kildonan,Jason Schreyer,01/02/2016,City of Winnipeg - Journal Entry,CWA,CWA - Cof-Gl-I-109-Ixr-Xerox,"Printing,Binding,Photocopying",27.33
12,St. Boniface,Matt Allard,01/02/2016,City of Winnipeg - Journal Entry,CWA,CWA - Cof-Gl-I-109-Ixr-Xerox,"Printing,Binding,Photocopying",26.90
11,St. Vital,Brian Mayes,01/02/2016,City of Winnipeg - Journal Entry,CWA,CWA - Cof-Gl-I-109-Ixr-Xerox,"Printing,Binding,Photocopying",13.79
10,South Winnipeg - St. Norbert,Janice Lukes,01/02/2016,City of Winnipeg - Journal Entry,CWA,CWA - Cof-Gl-I-109-Ixr-Xerox,"Printing,Binding,Photocopying",7.18
0,Mayor's Office,Brian Bowman,01/02/2016,City of Winnipeg - Journal Entry,Mayor's Expenses,Xerox,"Printing,Binding,Photocopying",831.19
6,St. Charles,Shawn Dobson,01/02/2016,Flexity,CWA,CWA - Cof-Gl-I-109-Flx,Telephone,55.00
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,01/02/2016,Flexity,CWA,CWA - Cof-Gl-I-109-Flx,Telephone,27.50
8,River Heights - Fort Garry,John Orlikow,01/02/2016,Flexity,CWA,CWA - Cof-Gl-I-109-Flx,Telephone,27.50
4,Daniel McIntyre,Cindy Gilroy,01/02/2016,Flexity,CWA,CWA - Cof-Gl-I-109-Flx,Telephone,55.00
5,St. James - Brooklands - Weston,Scott Gillingham,01/02/2016,Flexity,CWA,CWA - Cof-Gl-I-109-Flx,Telephone,55.00
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,01/02/2016,Flexity,CWA,CWA - Cof-Gl-I-109-Flx,Telephone,55.00
3,Point Douglas,Mike Pagtakhan,01/02/2016,Flexity,CWA,CWA - Cof-Gl-I-109-Flx,Telephone,27.50
2,Mynarski,Ross Eadie,01/02/2016,Flexity,CWA,CWA - Cof-Gl-I-109-Flx,Telephone,27.50
15,North Kildonan,Jeff Browaty,01/02/2016,Flexity,CWA,CWA - Cof-Gl-I-109-Flx,Telephone,27.50
14,Elmwood - East Kildonan,Jason Schreyer,01/02/2016,Flexity,CWA,CWA - Cof-Gl-I-109-Flx,Telephone,55.00
11,St. Vital,Brian Mayes,01/02/2016,Flexity,CWA,CWA - Cof-Gl-I-109-Flx,Telephone,27.50
10,South Winnipeg - St. Norbert,Janice Lukes,01/02/2016,Flexity,CWA,CWA - Cof-Gl-I-109-Flx,Telephone,27.50
0,Mayor's Office,Brian Bowman,01/02/2016,Flexity,Mayor's Expenses,VoIP,Telephone,249.39
15,North Kildonan,Jeff Browaty,01/02/2016,Jeff Browaty,Carryover CWA,Carryover CWA -  Fergies -Rail Relocation Discussion,Business Meetings,16.68
15,North Kildonan,Jeff Browaty,01/02/2016,Jeff Browaty,Carryover CWA,Carryover CWA - Calvin Christian School Dinner,Contrib-Donations,107.98
15,North Kildonan,Jeff Browaty,01/02/2016,Jeff Browaty,Carryover CWA,Carryover CWA - Flight Change-Air Canada,Conferences Involving Travel,53.00
15,North Kildonan,Jeff Browaty,01/02/2016,Jeff Browaty,Carryover CWA,Carryover CWA - Manning Centre Conference,Conferences Involving Travel,520.84
15,North Kildonan,Jeff Browaty,01/02/2016,Jeff Browaty,CWA,CWA - Winnipeg  Outdoor Marketing-Recycle Box,Advertising,3900.00
1,Old Kildonan,Devi Sharma,01/02/2016,MTS Communications,CWA,CWA - MTS Account,Telephone,295.06
2,Mynarski,Ross Eadie,01/02/2016,MTS Communications,CWA,CWA - MTS Account,Telephone,29.34
13,Transcona,Russ Wyatt,01/02/2016,MTS Communications,CWA,CWA - MTS Account,Telephone,100.86
0,Mayor's Office,Brian Bowman,01/02/2016,MTS Communications,Mayor's Expenses,Telephone,Telephone,217.56
6,St. Charles,Shawn Dobson,01/02/2016,MTS Mobility,CWA,CWA - MTS Account,Telephone,170.99
4,Daniel McIntyre,Cindy Gilroy,01/02/2016,MTS Mobility,CWA,CWA - MTS Account,Telephone,56.70
11,St. Vital,Brian Mayes,01/02/2016,MTS Mobility,CWA,CWA - MTS Account,Telephone,57.94
8,River Heights - Fort Garry,John Orlikow,01/02/2016,MTS Mobility,CWA,CWA - MTS Account,Telephone,200.55
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,01/02/2016,MTS Mobility,CWA,CWA - MTS Account,Telephone,171.23
5,St. James - Brooklands - Weston,Scott Gillingham,01/02/2016,MTS Mobility,CWA,CWA - MTS Account,Telephone,96.44
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,01/02/2016,MTS Mobility,CWA,CWA - MTS Account,Telephone,-21.95
3,Point Douglas,Mike Pagtakhan,01/02/2016,MTS Mobility,CWA,CWA - MTS Account,Telephone,277.86
1,Old Kildonan,Devi Sharma,01/02/2016,MTS Mobility,CWA,CWA - MTS Account,Telephone,214.35
2,Mynarski,Ross Eadie,01/02/2016,MTS Mobility,CWA,CWA - MTS Account,Telephone,117.50
15,North Kildonan,Jeff Browaty,01/02/2016,MTS Mobility,CWA,CWA - MTS Account,Telephone,81.86
14,Elmwood - East Kildonan,Jason Schreyer,01/02/2016,MTS Mobility,CWA,CWA - MTS Account,Telephone,120.58
12,St. Boniface,Matt Allard,01/02/2016,MTS Mobility,CWA,CWA - MTS Account,Telephone,-27.94
10,South Winnipeg - St. Norbert,Janice Lukes,01/02/2016,MTS Mobility,CWA,CWA - MTS Account,Telephone,114.90
0,Mayor's Office,Brian Bowman,01/02/2016,MTS Mobility,Mayor's Expenses,Telephone,Telephone-Cellular,1165.87
11,St. Vital,Brian Mayes,02/02/2016,Brian Mayes,CWA,CWA - Pulse Canada Meeting,Parking Meter/Voucher,1.90
5,St. James - Brooklands - Weston,Scott Gillingham,02/02/2016,Brietta & Brynne Passalis,Carryover CWA,Carryover CWA - Community Forum-Failbox Flyers,Non-Professional Services,108.00
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,02/02/2016,Canadian Union Of Public Employees,Carryover CWA,Carryover CWA - Retirement Of Mike Davidson,"Luncheons, Receptions & Events",20.00
14,Elmwood - East Kildonan,Jason Schreyer,02/02/2016,Canadian Union Of Public Employees,Carryover CWA,Carryover CWA - Retirement Of Mike Davidson,"Luncheons, Receptions & Events",20.00
8,River Heights - Fort Garry,John Orlikow,02/02/2016,Canadian Union Of Public Employees,CWA,CWA - Retirement Of Mike Davidson,"Luncheons, Receptions & Events",20.00
11,St. Vital,Brian Mayes,02/02/2016,Canadian Union Of Public Employees,CWA,CWA - Retirement Of Mike Davidson,"Luncheons, Receptions & Events",20.00
8,River Heights - Fort Garry,John Orlikow,02/02/2016,Central Corydon Community Centre Inc,CWA,CWA - Winter Carnival Brochure 2016,Advertising,150.00
12,St. Boniface,Matt Allard,02/02/2016,Francine Champagne,Carryover CWA,Carryover CWA - Translation Services,Non-Professional Services,35.88
3,Point Douglas,Mike Pagtakhan,02/02/2016,Grace Cafe,Chairmanship,Chairmanship - Pcsp Chairmanship-Govern Comm,Business Meetings,89.32
5,St. James - Brooklands - Weston,Scott Gillingham,02/02/2016,The Assiniboia Chamber Of Commerce,Carryover CWA,Carryover CWA - Monthly Luncheon,"Luncheons, Receptions & Events",33.33
2,Mynarski,Ross Eadie,02/02/2016,Ukrainian Canadian Social Services Inc,CWA,CWA - Nasha Hromada No. 53,Advertising,100.00
2,Mynarski,Ross Eadie,02/02/2016,Winnipeg Jewish Review,CWA,CWA - Greeting For New Year 2016,Advertising,100.00
5,St. James - Brooklands - Weston,Scott Gillingham,02/02/2016,Winnipeg Outdoor Marketing Group Inc,Carryover CWA,Carryover CWA - Recycle Box,Advertising,772.50
0,Mayor's Office,Brian Bowman,03/02/2016,City of Winnipeg - Petty Cash,Mayor's Expenses,Petty Cash Replenishment,Protocol,31.28
0,Mayor's Office,Brian Bowman,03/02/2016,City of Winnipeg - Petty Cash,Mayor's Expenses,Petty Cash Replenishment,Parking Space Rental,21.67
1,Old Kildonan,Devi Sharma,03/02/2016,Fernoc Group Ltd,Carryover CWA,Carryover CWA - Feb-Off Space Rental,Rentals,1278.31
3,Point Douglas,Mike Pagtakhan,03/02/2016,Letterall Signs,CWA,CWA - Signs & Letters/Printed Banner,"Printing,Binding,Photocopying",417.96
1,Old Kildonan,Devi Sharma,03/02/2016,Mat Master,Carryover CWA,Carryover CWA - Processed Clean 3x5 Grey Mat,Non-Professional Services,15.34
5,St. James - Brooklands - Weston,Scott Gillingham,03/02/2016,Scott Gillingham,Carryover CWA,Carryover CWA - Community Safety Discussion,Ward Activities,7.98
5,St. James - Brooklands - Weston,Scott Gillingham,03/02/2016,Scott Gillingham,Carryover CWA,Carryover CWA - Greeting Card,Stationery and Office Supplies,4.30
5,St. James - Brooklands - Weston,Scott Gillingham,03/02/2016,Scott Gillingham,Carryover CWA,Carryover CWA - Ward Issues Discussion,Ward Activities,1.72
5,St. James - Brooklands - Weston,Scott Gillingham,03/02/2016,Scott Gillingham,Carryover CWA,Carryover CWA - Winnipeg Harvest Meeting,Business Meetings,5.94
3,Point Douglas,Mike Pagtakhan,03/02/2016,Web Wizards Inc,CWA,CWA - January Updates - Website,Periodicals and Subscriptions,650.00
8,River Heights - Fort Garry,John Orlikow,04/02/2016,Border Crossings,CWA,CWA - Bi-Annual Gala 2016,"Luncheons, Receptions & Events",95.00
3,Point Douglas,Mike Pagtakhan,04/02/2016,Ckjs 810 Am,CWA,CWA - Promotion-Jan 30,Advertising,100.00
10,South Winnipeg - St. Norbert,Janice Lukes,04/02/2016,Crosbie Web Design,CWA,CWA - Facebook Update-Web Software,Periodicals and Subscriptions,390.00
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,04/02/2016,Fort Garry Community Centre Inc,Carryover CWA,Carryover CWA - Carnival 2016,Advertising,500.00
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,04/02/2016,Write It Right,Carryover CWA,Carryover CWA - Lord Roberts Cc Spring 2016,Advertising,200.00
10,South Winnipeg - St. Norbert,Janice Lukes,04/02/2016,Write It Right,CWA,CWA - Spring 2016 Newsletter,Advertising,1342.00
0,Mayor's Office,Brian Bowman,06/02/2016,City of Winnipeg - Payroll,Mayor's Expenses,Salary & Benefits,Payroll,20807.07
1,Old Kildonan,Devi Sharma,06/02/2016,Councillor's Executive Assistant,Carryover CWA,Carryover CWA - Executive Assistant Salary & Benefits,Casual Services,65.65
14,Elmwood - East Kildonan,Jason Schreyer,06/02/2016,Councillor's Executive Assistant,Carryover CWA,Carryover CWA - Executive Assistant Salary & Benefits,Casual Services,2203.28
12,St. Boniface,Matt Allard,06/02/2016,Councillor's Executive Assistant,Carryover CWA,Carryover CWA - Executive Assistant Salary & Benefits,Casual Services,8.73
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,06/02/2016,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,1801.41
8,River Heights - Fort Garry,John Orlikow,06/02/2016,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,2296.25
4,Daniel McIntyre,Cindy Gilroy,06/02/2016,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,2145.99
5,St. James - Brooklands - Weston,Scott Gillingham,06/02/2016,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,1758.88
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,06/02/2016,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,1926.29
6,St. Charles,Shawn Dobson,06/02/2016,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,1962.51
3,Point Douglas,Mike Pagtakhan,06/02/2016,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,2046.43
1,Old Kildonan,Devi Sharma,06/02/2016,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,1247.92
2,Mynarski,Ross Eadie,06/02/2016,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,1811.48
15,North Kildonan,Jeff Browaty,06/02/2016,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,1801.41
13,Transcona,Russ Wyatt,06/02/2016,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,1693.99
12,St. Boniface,Matt Allard,06/02/2016,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,2260.42
11,St. Vital,Brian Mayes,06/02/2016,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,2026.29
10,South Winnipeg - St. Norbert,Janice Lukes,06/02/2016,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,2520.81
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,08/02/2016,Benchmark Advertising Ltd,CWA,CWA - Rental-Benches,Advertising,150.00
13,Transcona,Russ Wyatt,08/02/2016,Christopher Belanger,Carryover CWA,Carryover CWA - Executive Assistant Phone,Telephone,76.68
10,South Winnipeg - St. Norbert,Janice Lukes,08/02/2016,Contempra Signs Ltd,CWA,CWA - Coroplast Sign Re:Bonjour,Stationery and Office Supplies,102.60
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,08/02/2016,Friends Of The Cornish Library,Carryover CWA,Carryover CWA - Booklet Greeting Cards,Stationery and Office Supplies,65.00
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,08/02/2016,Steve Bamburak,CWA,CWA - Arena Signs-Design 8x4 Banner,Advertising,250.00
3,Point Douglas,Mike Pagtakhan,09/02/2016,Benchmark Advertising Ltd,CWA,CWA - Rental-Benches,Advertising,145.00
8,River Heights - Fort Garry,John Orlikow,09/02/2016,Central Corydon Community Centre Inc,CWA,CWA - Arena Wall Board,Advertising,400.00
0,Mayor's Office,Brian Bowman,09/02/2016,Dana Lorentz,Mayor's Expenses,Reimburse Office Supply/Equip,Office Equipment,89.74
0,Mayor's Office,Brian Bowman,09/02/2016,Dana Lorentz,Mayor's Expenses,Reimburse Office Supply/Equip,Stationery and Office Supplies,166.66
1,Old Kildonan,Devi Sharma,09/02/2016,Manitoba Hydro,Carryover CWA,Carryover CWA - City Tax,"Heat-Gas,Oil,Steam & Electric",4.94
1,Old Kildonan,Devi Sharma,09/02/2016,Manitoba Hydro,Carryover CWA,Carryover CWA - Electricity & Natural Gas,"Heat-Gas,Oil,Steam & Electric",326.37
11,St. Vital,Brian Mayes,10/02/2016,6p Marketing,CWA,CWA - Website Updates/Web Hosting,Periodicals and Subscriptions,416.39
0,Mayor's Office,Brian Bowman,10/02/2016,Coelement Inc,Mayor's Expenses,Promotional,Non-Professional Services,650.00
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,10/02/2016,Federation Of Canadian Municipalities,Carryover CWA,Carryover CWA - Conf Accomm Dec15-21-Jgerbasi,Conferences Involving Travel,1500.00
11,St. Vital,Brian Mayes,10/02/2016,Fred Douglas Society,CWA,CWA - Art Of Caring Awards Luncheon,"Luncheons, Receptions & Events",50.00
15,North Kildonan,Jeff Browaty,10/02/2016,Jeff Browaty,Carryover Chairmanship,Carryover Chairmanship - State Of The City Luncheon,"Luncheons, Receptions & Events",700.00
15,North Kildonan,Jeff Browaty,10/02/2016,Jeff Browaty,Carryover CWA,Carryover CWA -  Amazon -Dell Printer Drum Kit,Stationery and Office Supplies,142.55
15,North Kildonan,Jeff Browaty,10/02/2016,Jeff Browaty,Carryover CWA,Carryover CWA - Eubp-Family Fun Night,Ward Activities,217.04
15,North Kildonan,Jeff Browaty,10/02/2016,Jeff Browaty,Carryover CWA,Carryover CWA - Famous Daves - Economic Development,Business Meetings,39.36
15,North Kildonan,Jeff Browaty,10/02/2016,Jeff Browaty,Carryover CWA,Carryover CWA - Flight-WestJet--American Planning Conf,Conferences Involving Travel,436.96
15,North Kildonan,Jeff Browaty,10/02/2016,Jeff Browaty,Carryover CWA,Carryover CWA - Registration-American Planning Conf,Conferences Involving Travel,13.45
15,North Kildonan,Jeff Browaty,10/02/2016,Jeff Browaty,Carryover CWA,Carryover CWA - Winnipeg Sun Subscription,Periodicals and Subscriptions,53.04
15,North Kildonan,Jeff Browaty,10/02/2016,Jeff Browaty,Chairmanship,Chairmanship - State Of The City Luncheon,"Luncheons, Receptions & Events",16.00
15,North Kildonan,Jeff Browaty,10/02/2016,Jeff Browaty,CWA,CWA - Registration-American Planning,Conferences Involving Travel,1211.64
5,St. James - Brooklands - Weston,Scott Gillingham,11/02/2016,City of Winnipeg - Journal Entry,Carryover CWA,Carryover CWA - Payment For Arena Advertising - Invoice 1931- Councillor Scott Gillingham,Advertising,39.09
5,St. James - Brooklands - Weston,Scott Gillingham,11/02/2016,City of Winnipeg - Journal Entry,CWA,CWA - Payment For Arena Advertising - Invoice 1931- Councillor Scott Gillingham,Advertising,312.70
11,St. Vital,Brian Mayes,12/02/2016,City of Winnipeg - Journal Entry,CWA,"CWA - Kiosk Sales Invoice # 116012, Tj'S Gift Foundation Anniversary From Councillor Brian Mayes.",Contrib-Donations,81.00
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,12/02/2016,Manitoba Blue Cross,Carryover CWA,Carryover CWA - Cllrs Exec Assistants-Mar,Casual Services,40.66
6,St. Charles,Shawn Dobson,12/02/2016,Manitoba Blue Cross,Carryover CWA,Carryover CWA - Cllrs Exec Assistants-Mar,Casual Services,232.12
14,Elmwood - East Kildonan,Jason Schreyer,12/02/2016,Manitoba Blue Cross,Carryover CWA,Carryover CWA - Cllrs Exec Assistants-Mar,Casual Services,225.25
12,St. Boniface,Matt Allard,12/02/2016,Manitoba Blue Cross,Carryover CWA,Carryover CWA - Cllrs Exec Assistants-Mar,Casual Services,90.61
2,Mynarski,Ross Eadie,12/02/2016,Manitoba Blue Cross,CWA,CWA - Cllrs Exec Assistants-Mar,Casual Services,231.60
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,12/02/2016,Manitoba Blue Cross,CWA,CWA - Cllrs Exec Assistants-Mar,Casual Services,238.19
8,River Heights - Fort Garry,John Orlikow,12/02/2016,Manitoba Blue Cross,CWA,CWA - Cllrs Exec Assistants-Mar,Casual Services,232.38
4,Daniel McIntyre,Cindy Gilroy,12/02/2016,Manitoba Blue Cross,CWA,CWA - Cllrs Exec Assistants-Mar,Casual Services,233.42
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,12/02/2016,Manitoba Blue Cross,CWA,CWA - Cllrs Exec Assistants-Mar,Casual Services,-233.16
3,Point Douglas,Mike Pagtakhan,12/02/2016,Manitoba Blue Cross,CWA,CWA - Cllrs Exec Assistants-Mar,Casual Services,231.86
15,North Kildonan,Jeff Browaty,12/02/2016,Manitoba Blue Cross,CWA,CWA - Cllrs Exec Assistants-Mar,Casual Services,93.21
11,St. Vital,Brian Mayes,12/02/2016,Manitoba Blue Cross,CWA,CWA - Cllrs Exec Assistants-Mar,Casual Services,94.50
10,South Winnipeg - St. Norbert,Janice Lukes,12/02/2016,Manitoba Blue Cross,CWA,CWA - Cllrs Exec Assistants-Mar,Casual Services,235.48
3,Point Douglas,Mike Pagtakhan,16/02/2016,Association Of Manitoba Municipalities,Carryover Chairmanship,Carryover Chairmanship - Convention Registration,Conferences Involving Travel,143.82
13,Transcona,Russ Wyatt,16/02/2016,Association Of Manitoba Municipalities,Carryover CWA,Carryover CWA - Registration/Convention,Conferences Involving Travel,250.00
3,Point Douglas,Mike Pagtakhan,16/02/2016,Association Of Manitoba Municipalities,Chairmanship,Chairmanship - Convention Registration,Conferences Involving Travel,156.18
0,Mayor's Office,Brian Bowman,16/02/2016,City of Winnipeg - Journal Entry,Mayor's Expenses,Ambulance Hospital Benefits - March 2016,Ambulance/Hospital Coverage,26.50
0,Mayor's Office,Brian Bowman,16/02/2016,City of Winnipeg - Journal Entry,Mayor's Expenses,Dental Costs - Jan 2016,Dental Plan,138.88
0,Mayor's Office,Brian Bowman,16/02/2016,City of Winnipeg - Journal Entry,Mayor's Expenses,Vision Costs - Jan 2016,Vision Care,455.80
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,16/02/2016,Deer Lodge Centre Foundation,CWA,CWA - 2016 Bell Notte Dinner,"Luncheons, Receptions & Events",300.00
11,St. Vital,Brian Mayes,16/02/2016,La Liberte,CWA,CWA - Ad-Festival Du Voyageur 2016,Advertising,115.00
3,Point Douglas,Mike Pagtakhan,16/02/2016,O Mundial,CWA,CWA - Business Card Jan/Feb 2016,Advertising,60.00
6,St. Charles,Shawn Dobson,16/02/2016,Richard Wintrup & Associates,Carryover CWA,Carryover CWA - Urban Reserves Forum,"Luncheons, Receptions & Events",150.00
5,St. James - Brooklands - Weston,Scott Gillingham,16/02/2016,The Voxair,Carryover CWA,Carryover CWA - Dec 16/2015 Issue 22-Ad,Advertising,38.94
6,St. Charles,Shawn Dobson,16/02/2016,Winnipeg Military Family Resource Centre,Carryover CWA,Carryover CWA - Yellow Ribbon Gala 2016,"Luncheons, Receptions & Events",200.00
3,Point Douglas,Mike Pagtakhan,16/02/2016,World Chinese Business Post,CWA,CWA - Ad Page 3 February 2016,Advertising,60.00
15,North Kildonan,Jeff Browaty,16/02/2016,Write It Right,CWA,CWA - Gateway Cc Spring 2016 Newslet,Advertising,210.00
11,St. Vital,Brian Mayes,17/02/2016,Brian Mayes,CWA,CWA - Canada Games Board,Parking Meter/Voucher,18.33
11,St. Vital,Brian Mayes,17/02/2016,Brian Mayes,CWA,CWA - Capital Region Conference,Parking Meter/Voucher,9.52
11,St. Vital,Brian Mayes,17/02/2016,Brian Mayes,CWA,CWA - Chesterfield Seniors Home,Ward Activities,35.26
11,St. Vital,Brian Mayes,17/02/2016,Brian Mayes,CWA,CWA - Kap Banquet,Parking Meter/Voucher,9.52
11,St. Vital,Brian Mayes,17/02/2016,Brian Mayes,CWA,CWA - Wpa Meeting,Parking Meter/Voucher,3.81
8,River Heights - Fort Garry,John Orlikow,17/02/2016,City of Winnipeg - Journal Entry,Chairmanship,Chairmanship - Chairmanship Coffee Charges,Other Operating Supplies,800.00
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,17/02/2016,City of Winnipeg - Journal Entry,Chairmanship,Chairmanship - Chairmanship Coffee Charges,Other Operating Supplies,800.00
3,Point Douglas,Mike Pagtakhan,17/02/2016,City of Winnipeg - Journal Entry,Chairmanship,Chairmanship - Chairmanship Coffee Charges,Other Operating Supplies,1350.00
1,Old Kildonan,Devi Sharma,17/02/2016,City of Winnipeg - Journal Entry,Chairmanship,Chairmanship - Chairmanship Coffee Charges,Other Operating Supplies,1100.00
15,North Kildonan,Jeff Browaty,17/02/2016,City of Winnipeg - Journal Entry,Chairmanship,Chairmanship - Chairmanship Coffee Charges,Other Operating Supplies,800.00
11,St. Vital,Brian Mayes,17/02/2016,City of Winnipeg - Journal Entry,Chairmanship,Chairmanship - Chairmanship Coffee Charges,Other Operating Supplies,800.00
10,South Winnipeg - St. Norbert,Janice Lukes,17/02/2016,City of Winnipeg - Journal Entry,Chairmanship,Chairmanship - Chairmanship Coffee Charges,Other Operating Supplies,800.00
0,Mayor's Office,Brian Bowman,17/02/2016,City of Winnipeg - Journal Entry,Mayor's Expenses,Chairmanship - Chairmanship Coffee Charges - EPC,Other Operating Supplies,800.00
